,agency_name,agency_type_name,county_name,division_name,latitude,longitude,nibrs,nibrs_start_date,ori,region_desc,region_name,state_abbr,state_name
TX1300100,Boerne Police Department,City,KENDALL,West South Central,29.944524,-98.711094,True,08/01/2016,TX1300100,Region III,South,TX,Texas
TX0920500,Longview Police Department,City,HARRISON; GREGG,West South Central,32.486397,-94.816276,True,01/01/2005,TX0920500,Region III,South,TX,Texas
TX1610900,Independent School District: Bay City,Other,MATAGORDA,West South Central,28.783341,-95.997755,False,01/01/2018,TX1610900,Region III,South,TX,Texas
TX1701800,Woodbranch Police Department,City,MONTGOMERY,West South Central,30.183828,-95.18526,False,,TX1701800,Region III,South,TX,Texas
TX0141800,Salado Police Department,City,BELL,West South Central,31.042303,-97.481374,False,08/01/2018,TX0141800,Region III,South,TX,Texas
TX2310000,Upton County Sheriff's Office,County,UPTON,West South Central,31.353849,-102.042013,False,,TX2310000,Region III,South,TX,Texas
TX0150500,Converse Police Department,City,BEXAR,West South Central,29.52298,-98.309975,True,08/01/2016,TX0150500,Region III,South,TX,Texas
TX0720200,Stephenville Police Department,City,ERATH,West South Central,32.221848,-98.20397,False,,TX0720200,Region III,South,TX,Texas
TX1013800,Rice University,University or College,HARRIS,West South Central,29.857273,-95.393037,False,,TX1013800,Region III,South,TX,Texas
TX2500200,Hawkins Police Department,City,WOOD,West South Central,32.783588,-95.382166,False,,TX2500200,Region III,South,TX,Texas
TX1380300,Munday Police Department,City,KNOX,West South Central,33.616657,-99.747112,False,,TX1380300,Region III,South,TX,Texas
TX1950000,Reeves County Sheriff's Office,County,REEVES,West South Central,31.308366,-103.712706,False,,TX1950000,Region III,South,TX,Texas
TX1520000,Lubbock County Sheriff's Office,County,LUBBOCK,West South Central,33.611469,-101.819944,True,05/01/1998,TX1520000,Region III,South,TX,Texas
TX0911800,Grayson College,University or College,GRAYSON,West South Central,33.624508,-96.675699,False,,TX0911800,Region III,South,TX,Texas
TX2390100,Brenham Police Department,City,WASHINGTON,West South Central,30.168053,-96.398315,False,10/01/2018,TX2390100,Region III,South,TX,Texas
TX0572900,Eastfield College,University or College,DALLAS,West South Central,32.812634,-96.65691,False,,TX0572900,Region III,South,TX,Texas
TX1450000,Leon County Sheriff's Office,County,LEON,West South Central,31.300493,-95.995622,False,02/01/2018,TX1450000,Region III,South,TX,Texas
TX1880000,Potter County Sheriff's Office,County,POTTER,West South Central,35.398675,-101.893804,False,01/01/2018,TX1880000,Region III,South,TX,Texas
TX0201800,Brazoria Police Department,City,BRAZORIA,West South Central,29.044466,-95.56978,False,,TX0201800,Region III,South,TX,Texas
TX0432600,Anna Police Department,City,COLLIN,West South Central,33.194745,-96.579846,False,,TX0432600,Region III,South,TX,Texas
TX2180000,Sutton County Sheriff's Office,County,SUTTON,West South Central,30.572647,-100.6448,False,,TX2180000,Region III,South,TX,Texas
TX1660100,Cameron Police Department,City,MILAM,West South Central,30.791242,-96.984395,False,06/01/2018,TX1660100,Region III,South,TX,Texas
TX0730000,Falls County Sheriff's Office,County,FALLS,West South Central,31.25193,-96.934127,False,,TX0730000,Region III,South,TX,Texas
TX0153800,Independent School District: North East,Other,BEXAR,West South Central,29.522142,-98.45817,False,,TX0153800,Region III,South,TX,Texas
TX0390000,Clay County Sheriff's Office,County,CLAY,West South Central,33.81556,-98.19413,False,,TX0390000,Region III,South,TX,Texas
TXSPD0000,San Antonio Police Department,City,MEDINA; BEXAR,West South Central,29.42295,-98.49757,False,,TXSPD0000,Region III,South,TX,Texas
TX2450100,Lyford Police Department,City,WILLACY,West South Central,26.481092,-97.584223,True,07/01/2015,TX2450100,Region III,South,TX,Texas
TX2020100,Hemphill Police Department,City,SABINE,West South Central,31.3433,-93.851913,False,,TX2020100,Region III,South,TX,Texas
TX0202900,Oyster Creek Police Department,City,BRAZORIA,West South Central,29.003178,-95.32812,False,,TX0202900,Region III,South,TX,Texas
TX0840700,La Marque Police Department,City,GALVESTON,West South Central,29.228364,-94.895428,False,,TX0840700,Region III,South,TX,Texas
TX0020000,Andrews County Sheriff's Office,County,ANDREWS,West South Central,32.312258,-102.640206,False,,TX0020000,Region III,South,TX,Texas
TX2240000,Throckmorton County Sheriff's Office,County,THROCKMORTON,West South Central,33.170712,-99.206137,False,,TX2240000,Region III,South,TX,Texas
TX0450000,Colorado County Sheriff's Office,County,COLORADO,West South Central,29.706219,-96.55281,True,01/01/2018,TX0450000,Region III,South,TX,Texas
TX1012500,Webster Police Department,City,HARRIS,West South Central,29.534855,-95.11712,False,,TX1012500,Region III,South,TX,Texas
TX1420600,Encinal Police Department,City,LA SALLE,West South Central,28.351098,-99.096774,False,,TX1420600,Region III,South,TX,Texas
TX0313200,Rancho Viejo Police Department,City,CAMERON,West South Central,26.102923,-97.478958,False,,TX0313200,Region III,South,TX,Texas
TX1440200,Lexington Police Department,City,LEE,West South Central,30.321105,-96.976365,False,,TX1440200,Region III,South,TX,Texas
TX1870200,Livingston Police Department,City,POLK,West South Central,30.711037,-94.93487,True,08/01/2017,TX1870200,Region III,South,TX,Texas
TX2201900,Lake Worth Police Department,City,TARRANT,West South Central,32.810566,-97.4361,False,,TX2201900,Region III,South,TX,Texas
TX2010300,Overton Police Department,City,SMITH; RUSK,West South Central,32.109423,-94.756382,False,,TX2010300,Region III,South,TX,Texas
TX1080600,Hidalgo Police Department,City,HIDALGO,West South Central,26.100193,-98.26153,False,,TX1080600,Region III,South,TX,Texas
TX1650300,Independent School District: Midland,Other,MIDLAND,West South Central,31.989504,-102.084305,False,,TX1650300,Region III,South,TX,Texas
TX0500200,Gatesville Police Department,City,CORYELL,West South Central,31.435875,-97.74849,True,09/01/2016,TX0500200,Region III,South,TX,Texas
TX1021200,Texas State Technical College: Marshall,University or College,HARRISON,West South Central,32.547991,-94.374434,False,,TX1021200,Region III,South,TX,Texas
TX2260300,Angelo State University,University or College,TOM GREEN,West South Central,31.401594,-100.461374,False,01/01/2018,TX2260300,Region III,South,TX,Texas
TX0180000,Bosque County Sheriff's Office,County,BOSQUE,West South Central,31.900764,-97.637632,False,,TX0180000,Region III,South,TX,Texas
TX1700100,Conroe Police Department,City,MONTGOMERY,West South Central,30.299402,-95.504008,True,09/01/1998,TX1700100,Region III,South,TX,Texas
TX0574700,Glenn Heights Police Department,City,ELLIS; DALLAS,West South Central,32.564953,-96.84331,False,01/01/2018,TX0574700,Region III,South,TX,Texas
TX1070000,Henderson County Sheriff's Office,County,HENDERSON,West South Central,32.206593,-95.84668,False,,TX1070000,Region III,South,TX,Texas
TX0790400,Stafford Police Department,City,HARRIS; FORT BEND,West South Central,29.615366,-95.5539,True,01/01/2017,TX0790400,Region III,South,TX,Texas
TX1230000,Jefferson County Sheriff's Office,County,JEFFERSON,West South Central,30.079504,-94.09442,False,,TX1230000,Region III,South,TX,Texas
TX2200000,Tarrant County Sheriff's Office,County,TARRANT,West South Central,32.75531,-97.33483,False,,TX2200000,Region III,South,TX,Texas
TX0340000,Cass County Sheriff's Office,County,CASS,West South Central,33.083698,-94.357579,False,07/01/2018,TX0340000,Region III,South,TX,Texas
TX0700800,Red Oak Police Department,City,ELLIS,West South Central,32.530552,-96.804855,False,,TX0700800,Region III,South,TX,Texas
TX2470800,Independent School District: Floresville,Other,WILSON,West South Central,29.173883,-98.086734,False,,TX2470800,Region III,South,TX,Texas
TX2430100,Burkburnett Police Department,City,WICHITA,West South Central,34.098114,-98.57351,False,,TX2430100,Region III,South,TX,Texas
TX0570100,Addison Police Department,City,DALLAS,West South Central,32.766987,-96.778424,False,,TX0570100,Region III,South,TX,Texas
TX1540100,Brady Police Department,City,MCCULLOCH,West South Central,31.205477,-99.359856,False,,TX1540100,Region III,South,TX,Texas
TX2040000,San Jacinto County Sheriff's Office,County,SAN JACINTO,West South Central,30.574388,-95.163137,False,,TX2040000,Region III,South,TX,Texas
TX1701200,Shenandoah Police Department,City,MONTGOMERY,West South Central,30.299402,-95.504008,True,04/01/2017,TX1701200,Region III,South,TX,Texas
TX1770200,Roscoe Police Department,City,NOLAN,West South Central,32.312338,-100.418108,False,,TX1770200,Region III,South,TX,Texas
TX1940000,Red River County Sheriff's Office,County,RED RIVER,West South Central,33.61365,-95.05185,False,,TX1940000,Region III,South,TX,Texas
TX1017800,Independent School District: Humble,Other,HARRIS,West South Central,29.857273,-95.393037,False,,TX1017800,Region III,South,TX,Texas
TX1013200,University of Houston: Central Campus,University or College,HARRIS,West South Central,29.719471,-95.35196,False,,TX1013200,Region III,South,TX,Texas
TX2272300,Mustang Ridge Police Department,City,CALDWELL; TRAVIS,West South Central,30.239513,-97.69127,False,,TX2272300,Region III,South,TX,Texas
TX0720400,Tarleton State University,University or College,ERATH,West South Central,32.238136,-98.222377,False,,TX0720400,Region III,South,TX,Texas
TX0810100,Fairfield Police Department,City,FREESTONE,West South Central,31.727732,-96.16058,False,,TX0810100,Region III,South,TX,Texas
TX0571200,Grand Prairie Police Department,City,ELLIS; TARRANT; DALLAS,West South Central,32.766987,-96.778424,True,12/01/2017,TX0571200,Region III,South,TX,Texas
TX2400700,Independent School District: United,Other,WEBB,West South Central,27.577896,-99.47315,False,,TX2400700,Region III,South,TX,Texas
TX1130500,Grapeland Police Department,City,HOUSTON,West South Central,31.323036,-95.4216,False,,TX1130500,Region III,South,TX,Texas
TX1780000,Nueces County Sheriff's Office,County,NUECES,West South Central,27.738129,-97.518441,False,,TX1780000,Region III,South,TX,Texas
TX1690100,Bowie Police Department,City,MONTAGUE,West South Central,33.678356,-97.725014,False,,TX1690100,Region III,South,TX,Texas
TX0157000,Texas A&M University: San Antonio,University or College,BEXAR,West South Central,29.330168,-98.545944,False,,TX0157000,Region III,South,TX,Texas
TX1840500,Willow Park Police Department,City,PARKER,West South Central,32.777096,-97.805905,True,10/01/2017,TX1840500,Region III,South,TX,Texas
TX0650000,Donley County Sheriff's Office,County,DONLEY,West South Central,34.955036,-100.815846,False,,TX0650000,Region III,South,TX,Texas
TX0310800,Rio Hondo Police Department,City,CAMERON,West South Central,26.102923,-97.478958,False,,TX0310800,Region III,South,TX,Texas
TX2510000,Yoakum County Sheriff's Office,County,YOAKUM,West South Central,33.162398,-102.832242,False,,TX2510000,Region III,South,TX,Texas
TX0730200,Marlin Police Department,City,FALLS,West South Central,31.25193,-96.934127,False,,TX0730200,Region III,South,TX,Texas
TX2202400,Saginaw Police Department,City,TARRANT,West South Central,32.858517,-97.37055,False,,TX2202400,Region III,South,TX,Texas
TX0151700,"University of Texas: Health Science Center, San Antonio",University or College,BEXAR,West South Central,29.513067,-98.57758,True,09/01/2017,TX0151700,Region III,South,TX,Texas
TX2273600,Bee Cave Police Department,City,TRAVIS,West South Central,30.239513,-97.69127,True,01/01/2013,TX2273600,Region III,South,TX,Texas
TX1630000,Medina County Sheriff's Office,County,MEDINA,West South Central,29.357111,-99.15548,False,,TX1630000,Region III,South,TX,Texas
TX1850300,Farwell Police Department,City,PARMER,West South Central,34.532163,-102.784853,False,03/01/2018,TX1850300,Region III,South,TX,Texas
TX1471100,Independent School District: Mexia,Other,LIMESTONE,West South Central,31.6865,-96.476814,False,,TX1471100,Region III,South,TX,Texas
TX1460000,Liberty County Sheriff's Office,County,LIBERTY,West South Central,30.162189,-94.822682,False,01/01/2018,TX1460000,Region III,South,TX,Texas
TX2120100,Arp Police Department,City,SMITH,West South Central,32.375106,-95.268743,False,09/01/2018,TX2120100,Region III,South,TX,Texas
TX1190800,Fate,City,ROCKWALL,West South Central,,,True,01/01/2017,TX1190800,Region III,South,TX,Texas
TX0260100,Caldwell Police Department,City,BURLESON,West South Central,30.5273,-96.713486,False,,TX0260100,Region III,South,TX,Texas
TX0740000,Fannin County Sheriff's Office,County,FANNIN,West South Central,33.593708,-96.22702,False,,TX0740000,Region III,South,TX,Texas
TX2340400,Van Police Department,City,VAN ZANDT,West South Central,32.558948,-95.836391,False,,TX2340400,Region III,South,TX,Texas
TX0110100,Bastrop Police Department,City,BASTROP,West South Central,30.100691,-97.310614,False,,TX0110100,Region III,South,TX,Texas
TX0970100,Hamilton Police Department,City,HAMILTON,West South Central,31.706982,-98.111794,False,06/01/2018,TX0970100,Region III,South,TX,Texas
TX0433200,Independent School District:,Other,COLLIN,West South Central,,,False,,TX0433200,Region III,South,TX,Texas
TX0460800,Bulverde Police Department,City,COMAL,West South Central,29.806091,-98.260554,False,,TX0460800,Region III,South,TX,Texas
TX0712800,San Elizario,City,,West South Central,,,False,,TX0712800,Region III,South,TX,Texas
TX0250300,Early Police Department,City,BROWN,West South Central,31.764103,-98.99847,False,,TX0250300,Region III,South,TX,Texas
TX1015400,Houston Community College,University or College,HARRIS,West South Central,29.74221,-95.37662,False,,TX1015400,Region III,South,TX,Texas
TX2201300,Grapevine Police Department,City,TARRANT,West South Central,32.932568,-97.08055,False,,TX2201300,Region III,South,TX,Texas
TX0141900,University of Mary Hardin-Baylor,University or College,BELL,West South Central,31.065207,-97.46327,False,,TX0141900,Region III,South,TX,Texas
TX2500500,Winnsboro Police Department,City,FRANKLIN; WOOD,West South Central,32.953472,-95.291725,False,10/01/2018,TX2500500,Region III,South,TX,Texas
TX1380000,Knox County Sheriff's Office,County,KNOX,West South Central,33.616657,-99.747112,False,,TX1380000,Region III,South,TX,Texas
TX0500000,Coryell County Sheriff's Office,County,CORYELL,West South Central,31.434006,-97.751495,False,,TX0500000,Region III,South,TX,Texas
TX1310000,Kenedy County Sheriff's Office,County,KENEDY,West South Central,26.894148,-97.586519,False,11/01/2018,TX1310000,Region III,South,TX,Texas
TX2270100,Austin Police Department,City,WILLIAMSON; TRAVIS,West South Central,30.268007,-97.735275,False,,TX2270100,Region III,South,TX,Texas
TX0573400,Richland College,University or College,DALLAS,West South Central,32.921883,-96.735504,False,,TX0573400,Region III,South,TX,Texas
TX2360000,Walker County Sheriff's Office,County,WALKER,West South Central,30.742157,-95.53279,False,,TX2360000,Region III,South,TX,Texas
TX0030000,Angelina County Sheriff's Office,County,ANGELINA,West South Central,31.251951,-94.611056,False,,TX0030000,Region III,South,TX,Texas
TX2190000,Swisher County Sheriff's Office,County,SWISHER,West South Central,34.537178,-101.76388,False,,TX2190000,Region III,South,TX,Texas
TX0890000,Gonzales County Sheriff's Office,County,GONZALES,West South Central,29.468704,-97.477738,False,,TX0890000,Region III,South,TX,Texas
TX2210000,Taylor County Sheriff's Office,County,TAYLOR,West South Central,32.295054,-99.893644,False,,TX2210000,Region III,South,TX,Texas
TX0031300,Hudson Police Department,City,ANGELINA,West South Central,31.32794,-94.78142,False,,TX0031300,Region III,South,TX,Texas
TX1070200,Malakoff Police Department,City,HENDERSON,West South Central,32.211633,-95.853418,False,,TX1070200,Region III,South,TX,Texas
TX0180200,Valley Mills Police Department,City,MCLENNAN; BOSQUE,West South Central,31.900764,-97.637632,False,,TX0180200,Region III,South,TX,Texas
TX2260100,San Angelo Police Department,City,TOM GREEN,West South Central,31.401594,-100.461374,True,01/01/2000,TX2260100,Region III,South,TX,Texas
TX1320000,Kent County Sheriff's Office,County,KENT,West South Central,33.18478,-100.76972,False,,TX1320000,Region III,South,TX,Texas
TX0190000,Bowie County Sheriff's Office,County,BOWIE,West South Central,33.405632,-94.04313,False,,TX0190000,Region III,South,TX,Texas
TX2420100,Shamrock Police Department,City,WHEELER,West South Central,35.392593,-100.253107,False,,TX2420100,Region III,South,TX,Texas
TX1700300,Splendora Police Department,City,MONTGOMERY,West South Central,30.233074,-95.15986,False,,TX1700300,Region III,South,TX,Texas
TX0790200,Richmond Police Department,City,FORT BEND,West South Central,29.583628,-95.764145,False,,TX0790200,Region III,South,TX,Texas
TX1290100,Forney Police Department,City,KAUFMAN,West South Central,32.598944,-96.288378,True,03/01/2006,TX1290100,Region III,South,TX,Texas
TX2200200,Azle Police Department,City,PARKER; TARRANT,West South Central,32.883595,-97.53714,False,,TX2200200,Region III,South,TX,Texas
TX2050000,San Patricio County Sheriff's Office,County,SAN PATRICIO,West South Central,28.011786,-97.517162,False,,TX2050000,Region III,South,TX,Texas
TX1930000,Real County Sheriff's Office,County,REAL,West South Central,29.82303,-99.805303,False,03/01/2018,TX1930000,Region III,South,TX,Texas
TX2204800,Pelican Bay Police Department,City,TARRANT,West South Central,32.915783,-97.51914,False,,TX2204800,Region III,South,TX,Texas
TX1710100,Dumas Police Department,City,MOORE,West South Central,35.85875,-101.972885,False,01/01/2018,TX1710100,Region III,South,TX,Texas
TX0090000,Bailey County Sheriff's Office,County,BAILEY,West South Central,34.224266,-102.72718,False,,TX0090000,Region III,South,TX,Texas
TX2451000,Port Mansfield,City,WILLACY,West South Central,,,False,,TX2451000,Region III,South,TX,Texas
TX1860100,Fort Stockton Police Department,City,PECOS,West South Central,30.88566,-102.87917,False,,TX1860100,Region III,South,TX,Texas
TX1780200,Corpus Christi Police Department,City,NUECES,West South Central,27.793016,-97.394035,False,,TX1780200,Region III,South,TX,Texas
TX0571400,Hutchins Police Department,City,DALLAS,West South Central,32.766987,-96.778424,False,,TX0571400,Region III,South,TX,Texas
TX2400500,Laredo Community College,University or College,WEBB,West South Central,27.50878,-99.51866,False,,TX2400500,Region III,South,TX,Texas
TX1210200,Kirbyville Police Department,City,JASPER,West South Central,30.660553,-93.89276,False,,TX1210200,Region III,South,TX,Texas
TX1701400,Willis Police Department,City,MONTGOMERY,West South Central,30.424551,-95.478714,False,,TX1701400,Region III,South,TX,Texas
TX1270500,Hawley Police Department,City,JONES,West South Central,32.743709,-99.87443,False,,TX1270500,Region III,South,TX,Texas
TX0791300,Meadows Place Police Department,City,FORT BEND,West South Central,29.64694,-95.57966,False,,TX0791300,Region III,South,TX,Texas
TX1140100,Big Spring Police Department,City,HOWARD,West South Central,32.25286,-101.47287,False,01/01/2018,TX1140100,Region III,South,TX,Texas
TX0080200,Sealy Police Department,City,AUSTIN,West South Central,29.891901,-96.27017,False,02/01/2018,TX0080200,Region III,South,TX,Texas
TX2203700,Texas Christian University,University or College,TARRANT,West South Central,32.77204,-97.291291,False,,TX2203700,Region III,South,TX,Texas
TX0613100,Trophy Club Police Department,City,TARRANT; DENTON,West South Central,32.997017,-97.187874,False,,TX0613100,Region III,South,TX,Texas
TX0580100,Lamesa Police Department,City,DAWSON,West South Central,32.731613,-101.954,False,,TX0580100,Region III,South,TX,Texas
TX1770400,Texas State Technical College: West Texas,University or College,NOLAN,West South Central,32.312338,-100.418108,False,,TX1770400,Region III,South,TX,Texas
TX2272100,Lago Vista Police Department,City,TRAVIS,West South Central,30.239513,-97.69127,False,,TX2272100,Region III,South,TX,Texas
TX2110100,Stratford Police Department,City,SHERMAN,West South Central,36.277628,-101.894716,False,,TX2110100,Region III,South,TX,Texas
TX1470000,Limestone County Sheriff's Office,County,LIMESTONE,West South Central,31.51512,-96.51308,False,,TX1470000,Region III,South,TX,Texas
TX1522700,Independent School District:,Other,LUBBOCK,West South Central,,,False,,TX1522700,Region III,South,TX,Texas
TX0070400,Jourdanton Police Department,City,ATASCOSA,West South Central,28.919533,-98.54251,False,,TX0070400,Region III,South,TX,Texas
TX1990300,Heath Police Department,City,ROCKWALL,West South Central,32.8367,-96.475006,True,01/01/2011,TX1990300,Region III,South,TX,Texas
TX1220000,Jeff Davis County Sheriff's Office,County,JEFF DAVIS,West South Central,30.617342,-104.187821,False,,TX1220000,Region III,South,TX,Texas
TX1000100,Kountze Police Department,City,HARDIN,West South Central,30.329612,-94.393149,False,,TX1000100,Region III,South,TX,Texas
TX1370000,Kleberg County Sheriff's Office,County,KLEBERG,West South Central,27.438735,-97.66062,False,,TX1370000,Region III,South,TX,Texas
TX1840300,Springtown Police Department,City,PARKER,West South Central,32.777096,-97.805905,False,,TX1840300,Region III,South,TX,Texas
TX0950300,Petersburg,City,,West South Central,,,False,03/01/2018,TX0950300,Region III,South,TX,Texas
TX0572500,Wilmer Police Department,City,DALLAS,West South Central,32.5892,-96.68492,False,,TX0572500,Region III,South,TX,Texas
TX1680100,Colorado City Police Department,City,MITCHELL,West South Central,32.303781,-100.92458,False,,TX1680100,Region III,South,TX,Texas
TX1016700,Independent School District: Katy,Other,HARRIS,West South Central,29.857273,-95.393037,False,,TX1016700,Region III,South,TX,Texas
TX0960100,Memphis Police Department,City,HALL,West South Central,34.453189,-100.576343,False,,TX0960100,Region III,South,TX,Texas
TX2202600,Watauga Police Department,City,TARRANT,West South Central,32.873703,-97.25502,True,07/01/2018,TX2202600,Region III,South,TX,Texas
TX0040000,Aransas County Sheriff's Office,County,ARANSAS,West South Central,28.025509,-97.0525,False,,TX0040000,Region III,South,TX,Texas
TX0612000,Highland Village Police Department,City,DENTON,West South Central,33.205005,-97.119046,False,06/01/2018,TX0612000,Region III,South,TX,Texas
TX1630200,Devine Police Department,City,MEDINA,West South Central,29.138155,-98.90712,True,05/01/2017,TX1630200,Region III,South,TX,Texas
TX1850100,Bovina Police Department,City,PARMER,West South Central,34.532163,-102.784853,False,05/01/2018,TX1850100,Region III,South,TX,Texas
TX155259E,Baylor University: Waco,University or College,MCLENNAN,West South Central,,,False,,TX155259E,Region III,South,TX,Texas
TX0151900,University of Texas: San Antonio,University or College,BEXAR,West South Central,29.448671,-98.520147,False,,TX0151900,Region III,South,TX,Texas
TX0030200,Huntington Police Department,City,ANGELINA,West South Central,31.251951,-94.611056,False,,TX0030200,Region III,South,TX,Texas
TX2121000,"University of Texas: Health Science Center, Tyler",University or College,SMITH,West South Central,,,False,,TX2121000,Region III,South,TX,Texas
TX0750000,Fayette County Sheriff's Office,County,FAYETTE,West South Central,29.924185,-96.88121,False,,TX0750000,Region III,South,TX,Texas
TX2370000,Waller County Sheriff's Office,County,WALLER,West South Central,30.013578,-95.982102,False,,TX2370000,Region III,South,TX,Texas
TX0250100,Bangs Police Department,City,BROWN,West South Central,31.764103,-98.99847,False,,TX0250100,Region III,South,TX,Texas
TX0204000,Independent School District:,Other,BRAZORIA,West South Central,,,False,,TX0204000,Region III,South,TX,Texas
TX0420100,Coleman Police Department,City,COLEMAN,West South Central,31.914205,-99.346622,False,,TX0420100,Region III,South,TX,Texas
TX2190200,Kress Police Department,City,SWISHER,West South Central,34.53046,-101.732852,False,,TX2190200,Region III,South,TX,Texas
TX1012100,Spring Valley Police Department,City,HARRIS,West South Central,29.786432,-95.51395,False,07/01/2018,TX1012100,Region III,South,TX,Texas
TX0640000,Dimmit County Sheriff's Office,County,DIMMIT,West South Central,28.521915,-99.86047,False,,TX0640000,Region III,South,TX,Texas
TX1520300,Shallowater Police Department,City,LUBBOCK,West South Central,33.611469,-101.819944,False,,TX1520300,Region III,South,TX,Texas
TX0150800,Hollywood Park Police Department,City,BEXAR,West South Central,29.592808,-98.473564,True,10/01/2016,TX0150800,Region III,South,TX,Texas
TX0890200,Nixon Police Department,City,WILSON; GONZALES,West South Central,29.468704,-97.477738,False,,TX0890200,Region III,South,TX,Texas
TX0600000,Delta County Sheriff's Office,County,DELTA,West South Central,33.374596,-95.68959,True,09/01/2017,TX0600000,Region III,South,TX,Texas
TX0820300,Dilley Police Department,City,FRIO,West South Central,28.869334,-99.108788,False,,TX0820300,Region III,South,TX,Texas
TX2050200,Mathis Police Department,City,SAN PATRICIO,West South Central,28.093674,-97.82541,False,,TX2050200,Region III,South,TX,Texas
TX0190200,Maud,City,,West South Central,,,False,,TX0190200,Region III,South,TX,Texas
TX0841000,University of Texas: Medical Branch,University or College,GALVESTON,West South Central,29.228364,-94.895428,False,,TX0841000,Region III,South,TX,Texas
TX1920000,Reagan County Sheriff's Office,County,REAGAN,West South Central,31.372895,-101.513901,False,06/01/2018,TX1920000,Region III,South,TX,Texas
TX2480200,Wink Police Department,City,WINKLER,West South Central,31.831415,-103.055986,False,,TX2480200,Region III,South,TX,Texas
TX0340400,Queen City Police Department,City,CASS,West South Central,33.083698,-94.357579,False,,TX0340400,Region III,South,TX,Texas
TX1980300,Hearne Police Department,City,ROBERTSON,West South Central,31.025481,-96.514941,False,,TX1980300,Region III,South,TX,Texas
TX0360000,Chambers County Sheriff's Office,County,CHAMBERS,West South Central,29.703933,-94.668875,False,01/01/2018,TX0360000,Region III,South,TX,Texas
TX0830100,Seagraves Police Department,City,GAINES,West South Central,32.743942,-102.631561,False,,TX0830100,Region III,South,TX,Texas
TX1330000,Kerr County Sheriff's Office,County,KERR,West South Central,30.028692,-99.12322,False,,TX1330000,Region III,South,TX,Texas
TX0790000,Fort Bend County Sheriff's Office,County,FORT BEND,West South Central,29.574139,-95.75133,False,06/01/2018,TX0790000,Region III,South,TX,Texas
TX1081300,San Juan Police Department,City,HIDALGO,West South Central,26.396384,-98.18099,True,11/01/2016,TX1081300,Region III,South,TX,Texas
TX1760000,Newton County Sheriff's Office,County,NEWTON,West South Central,30.786718,-93.73925,False,,TX1760000,Region III,South,TX,Texas
TX1280100,Karnes City Police Department,City,KARNES,West South Central,28.884966,-97.90256,False,,TX1280100,Region III,South,TX,Texas
TX2370900,Prairie View A&M University,University or College,WALLER,West South Central,30.013578,-95.982102,False,,TX2370900,Region III,South,TX,Texas
TX1751300,Independent School District: ,Other,,West South Central,,,False,,TX1751300,Region III,South,TX,Texas
TX1210000,Jasper County Sheriff's Office,County,JASPER,West South Central,30.925835,-93.98865,False,,TX1210000,Region III,South,TX,Texas
TX1990100,Rockwall Police Department,City,ROCKWALL,West South Central,32.93107,-96.46125,True,03/01/2005,TX1990100,Region III,South,TX,Texas
TX1480000,Lipscomb County Sheriff's Office,County,LIPSCOMB,West South Central,36.2802,-100.272683,False,,TX1480000,Region III,South,TX,Texas
TX1050000,Hays County Sheriff's Office,County,HAYS,West South Central,29.895283,-97.90417,False,,TX1050000,Region III,South,TX,Texas
TX2450800,Independent School District: Lyford,Other,WILLACY,West South Central,26.481092,-97.584223,False,,TX2450800,Region III,South,TX,Texas
TX2203100,Pantego Police Department,City,TARRANT,West South Central,32.77204,-97.291291,True,08/01/2016,TX2203100,Region III,South,TX,Texas
TX2460600,Taylor Police Department,City,WILLIAMSON,West South Central,30.64903,-97.605069,False,,TX2460600,Region III,South,TX,Texas
TX1640000,Menard County Sheriff's Office,County,MENARD,West South Central,30.884058,-99.854623,False,,TX1640000,Region III,South,TX,Texas
TX0842100,Santa Fe Police Department,City,GALVESTON,West South Central,29.228364,-94.895428,False,,TX0842100,Region III,South,TX,Texas
TX1551400,Woodway Police Department,City,MCLENNAN,West South Central,31.506077,-97.22793,True,01/01/1998,TX1551400,Region III,South,TX,Texas
TX0080000,Austin County Sheriff's Office,County,AUSTIN,West South Central,29.957651,-96.26287,False,,TX0080000,Region III,South,TX,Texas
TX2410100,El Campo Police Department,City,WHARTON,West South Central,29.195362,-96.27201,True,01/01/2017,TX2410100,Region III,South,TX,Texas
TX1470200,Groesbeck Police Department,City,LIMESTONE,West South Central,31.547543,-96.593623,False,07/01/2018,TX1470200,Region III,South,TX,Texas
TX1082400,Progreso Police Department,City,HIDALGO,West South Central,26.396384,-98.18099,False,,TX1082400,Region III,South,TX,Texas
TX0791100,Kendleton Police Department,City,FORT BEND,West South Central,29.526602,-95.771015,False,,TX0791100,Region III,South,TX,Texas
TX0070200,Pleasanton Police Department,City,ATASCOSA,West South Central,28.891397,-98.535381,False,,TX0070200,Region III,South,TX,Texas
TX1260500,Joshua Police Department,City,JOHNSON,West South Central,32.460262,-97.388435,False,,TX1260500,Region III,South,TX,Texas
TX015349E,St. Mary's University,University or College,BEXAR,West South Central,,,False,11/01/2018,TX015349E,Region III,South,TX,Texas
TX1130100,Crockett Police Department,City,HOUSTON,West South Central,31.319166,-95.45701,False,,TX1130100,Region III,South,TX,Texas
TX0050000,Archer County Sheriff's Office,County,ARCHER,West South Central,33.616305,-98.687267,False,,TX0050000,Region III,South,TX,Texas
TX2340000,Van Zandt County Sheriff's Office,County,VAN ZANDT,West South Central,32.56348,-95.875336,False,,TX2340000,Region III,South,TX,Texas
