agency_id,ori,legacy_ori,agency_name,short_name,agency_type_id,agency_type_name,tribe_id,campus_id,city_id,city_name,state_id,state_abbr,primary_county_id,primary_county,primary_county_fips,agency_status,submitting_agency_id,submitting_sai,submitting_name,submitting_state_abbr,start_year,dormant_year,current_year,revised_rape_start,current_nibrs_start_year,population,population_group_code,population_group_desc,population_source_flag,suburban_area_flag,core_city_flag,months_reported,nibrs_months_reported,past_10_years_reported,covered_by_id,covered_by_ori,covered_by_name,staffing_year,total_officers,total_civilians,icpsr_zip,icpsr_lat,icpsr_lng
20169,VA039SP00,VA039SP00,State Police: Greene County,State Police: Greene County,4,State Police,,,,,51,VA,2955,Greene,51079,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1973,,2016,2013,2016,0,9D,"MSA counties under 10,000",L,Y,N,12,12,8,,,,2016,1,0,22903,38.297981,-78.470163
20291,VA0750500,VA0750500,Haymarket Police Department,Haymarket,1,City,,,11059,Haymarket,51,VA,3003,Prince William,51153,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1999,,2016,2013,2016,2020,7,"Cities under 2,500",L,Y,N,12,12,10,,,,2016,6,1,20169,38.701119,-77.479579
20049,VA0020000,VA0020000,Albemarle County Sheriff's Office,Albemarle,2,County,,,,,51,VA,2902,Albemarle,51003,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2014,1999,0,9D,"MSA counties under 10,000",L,Y,N,0,0,0,20051,VA0020300,Albemarle County Police Department,1983,40,6,22902,38.037658,-78.485381
20360,VA0910000,VA0910000,Sussex County Sheriff's Office,Sussex,2,County,,,,,51,VA,3025,Sussex,51183,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,9614,9D,"MSA counties under 10,000",L,Y,N,12,12,10,,,,2016,43,5,23884,36.926645,-77.259732
20421,VA1085000,VA1085000,Franklin Police Department,Franklin,1,City,,,11043,Franklin,51,VA,2947,Franklin City,51620,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1995,,2016,2013,2016,8489,6,"Cities from 2,500 thru 9,999",M,N,N,12,12,10,,,,2016,25,12,23851,36.684014,-76.941396
20472,VA126SP00,VA126SP00,State Police: Staunton,State Police: Staunton,4,State Police,,,,,51,VA,3668,,,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1976,,2016,2013,2016,0,7,"Cities under 2,500",L,Y,N,12,12,3,,,,2016,1,0,24401,38.158056,-79.061501
20429,VA1110000,VA1110000,Hampton Police Department,Hampton,1,City,,,11057,Hampton,51,VA,2958,Hampton City,51650,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,136381,2,"Cities from 100,000 thru 249,000",M,N,Y,12,12,10,,,,2016,271,122,23669,37.04803,-76.297149
20475,VA1280000,VA1280000,Virginia Beach Police Department,Virginia Beach,1,City,,,11137,Virginia Beach,51,VA,3027,Virginia Beach City,51810,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,452797,1C,"Cities from 250,000 thru 499,999",M,N,Y,12,12,10,,,,2016,779,172,23456,36.779322,-76.02402
20146,VA0330300,VA0330300,Ferrum College,Ferrum College,3,University or College,,206,,,51,VA,2946,Franklin,51067,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1999,,2016,2013,2016,0,7,"Cities under 2,500",L,Y,N,12,12,9,,,,2016,8,0,24088,36.99235,-79.883959
20358,VA0900000,VA0900000,Surry County Sheriff's Office,Surry,2,County,,,,,51,VA,3024,Surry,51181,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,6706,8D,"Non-MSA counties under 10,000",L,N,N,12,12,10,,,,2016,11,10,23883,37.119761,-76.880172
20252,VA065SP00,VA065SP00,State Police: Northampton County,State Police: Northampton County,4,State Police,,,,,51,VA,2989,Northampton,51131,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1973,,2016,2013,2016,0,8D,"Non-MSA counties under 10,000",L,N,N,12,12,10,,,,2016,1,0,23347,37.302629,-75.923868
20281,VA073SP00,VA073SP00,State Police: Prince Edward County,State Police: Prince Edward County,4,State Police,,,,,51,VA,3001,Prince Edward,51147,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1973,,2016,2013,2016,0,8D,"Non-MSA counties under 10,000",L,N,N,12,12,7,,,,2016,1,0,24522,37.224881,-78.432957
20161,VA036SP00,VA036SP00,State Police: Gloucester County,State Police: Gloucester County,4,State Police,,,,,51,VA,2952,Gloucester,51073,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1973,,2016,2013,2016,0,9D,"MSA counties under 10,000",L,Y,N,12,12,10,,,,2016,1,0,23061,37.403541,-76.523505
20187,VA0450000,VA0450000,Highland County Sheriff's Office,Highland,2,County,,,,,51,VA,2963,Highland,51091,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,2231,8D,"Non-MSA counties under 10,000",L,N,N,12,12,7,,,,2016,7,5,24465,38.356672,-79.567958
20369,VA092SP00,VA092SP00,State Police: Tazewell County,State Police: Tazewell County,4,State Police,,,,,51,VA,3026,Tazewell,51185,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1973,,2016,2013,2016,0,8D,"Non-MSA counties under 10,000",L,N,N,12,12,9,,,,2016,1,0,24637,37.125395,-81.562924
20340,VA0850400,VA0850400,Strasburg Police Department,Strasburg,1,City,,,11128,Strasburg,51,VA,3016,Shenandoah,51171,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1975,,2016,2013,2016,6598,6,"Cities from 2,500 thru 9,999",L,N,N,12,12,10,,,,2016,17,2,22657,38.856204,-78.573987
20284,VA0740200,VA0740200,Richard Bland College,Richard Bland College,3,University or College,,494,,,51,VA,3668,,,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,2009,,2016,2013,2016,0,7,"Cities under 2,500",L,Y,N,12,12,6,,,,2016,4,1,23805,37.20473,-77.392368
20076,VA010SP00,VA010SP00,State Police: Bedford County,State Police: Bedford County,4,State Police,,,,,51,VA,2911,Bedford,51019,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1973,,2016,2013,2016,0,9D,"MSA counties under 10,000",L,Y,N,12,12,10,,,,2016,1,0,24523,37.312408,-79.527947
20289,VA0750300,VA0750300,Prince William County Police Department,Prince William County Police Department,2,County,,,,,51,VA,3003,Prince William,51153,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,446574,9A,"MSA counties 100,000 or over",L,Y,N,12,12,10,,,,2016,611,133,22192,38.701119,-77.479579
20352,VA087S100,VA087S100,Franklin State Police,Franklin State Police,4,State Police,,,,,51,VA,3668,,,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1978,2000,2016,2014,2015,0,8D,"Non-MSA counties under 10,000",L,N,N,0,0,0,20422,VA1085S00,State Police: Franklin,,,,23851,36.684014,-76.941396
20409,VA103SP00,VA103SP00,State Police: Chesapeake,State Police: Chesapeake,4,State Police,,,,,51,VA,3668,,,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1975,,2016,2013,2016,0,7,"Cities under 2,500",L,Y,N,12,12,10,,,,2016,1,0,23320,36.679376,-76.301788
20212,VA0530100,VA0530100,Leesburg Police Department,Leesburg,1,City,,,11075,Leesburg,51,VA,2973,Loudoun,51107,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,51254,3,"Cities from 50,000 thru 99,000",L,N,N,12,12,10,,,,2016,68,15,20176,39.08113,-77.638857
20158,VA0350500,VA0350500,Narrows Police Department,Narrows,1,City,,,11089,Narrows,51,VA,2951,Giles,51071,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,1951,7,"Cities under 2,500",L,Y,N,12,12,10,,,,2016,5,0,24124,37.31193,-80.717178
20420,VA1080000,VA1080000,Falls Church Police Department,Falls Church,1,City,,,11040,Falls Church,51,VA,2942,Falls Church City,51610,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,13870,5,"Cities from 10,000 thru 24,999",M,Y,N,12,12,10,,,,2016,31,10,22046,38.883787,-77.174639
20078,VA011SP00,VA011SP00,State Police: Bland County,State Police: Bland County,4,State Police,,,,,51,VA,2913,Bland,51021,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1973,,2016,2013,2016,0,8D,"Non-MSA counties under 10,000",L,N,N,12,12,10,,,,2016,1,0,24382,37.130612,-81.125853
20106,VA021SP00,VA021SP00,State Police: Chesterfield County,State Police: Chesterfield County,4,State Police,,,,,51,VA,2927,Chesterfield,51041,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1968,,2016,2013,2016,0,9D,"MSA counties under 10,000",L,Y,N,12,12,10,,,,2016,1,0,23139,37.378434,-77.585847
20444,VA116SP00,VA116SP00,State Police: Newport News,State Police: Newport News,4,State Police,,,,,51,VA,3668,,,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1975,,2016,2013,2016,0,7,"Cities under 2,500",L,Y,N,12,12,9,,,,2016,1,0,23666,37.075978,-76.521719
20394,VA0970300,VA0970300,Rural Retreat Police Department,Rural Retreat,1,City,,,11117,Rural Retreat,51,VA,3035,Wythe,51197,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1981,,2016,2013,,1486,7,"Cities under 2,500",L,N,N,5,5,7,,,,2015,1,0,24368,36.901471,-81.084209
20304,VA0790100,VA0790100,Warsaw Police Department,Warsaw,1,City,,,11139,Warsaw,51,VA,3007,Richmond,51159,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1981,,2016,2013,2016,1499,7,"Cities under 2,500",L,N,N,12,12,10,,,,2016,4,0,22572,37.942894,-76.730561
20237,VA0600000,VA0600000,Montgomery County Sheriff's Office,Montgomery,2,County,,,,,51,VA,2984,Montgomery,51121,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,31331,9B,"MSA counties from 25,000 thru 99,999",L,Y,N,12,12,10,,,,2016,107,10,24073,37.174884,-80.387314
20485,VA1300600,VA1300600,Virginia Port Auth-Portsmouth,Virginia Port Auth-Portsmouth,5,Other,,,,,51,VA,3668,,,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1975,,2016,2014,2015,0,7,"Cities under 2,500",L,Y,N,0,0,0,20484,VA1300500,Port Authority Norfolk,1998,21,0,23707,36.85943,-76.356269
20044,VA0010200,VA0010200,Onancock Police Department,Onancock,1,City,,,11095,Onancock,51,VA,2901,Accomack,51001,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1981,,2016,2013,2016,1261,7,"Cities under 2,500",L,N,N,12,12,10,,,,2016,5,0,23417,37.765944,-75.757807
20226,VA0570000,VA0570000,Mathews County Sheriff's Office,Mathews,2,County,,,,,51,VA,2981,Mathews,51115,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,8779,9D,"MSA counties under 10,000",L,Y,N,12,12,10,,,,2016,11,7,23109,37.425348,-76.268808
20402,VA1000000,VA1000000,Bristol Police Department,Bristol,1,City,,,11003,Bristol,51,VA,2915,Bristol City,51520,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,16976,5,"Cities from 10,000 thru 24,999",M,N,Y,12,12,10,,,,2016,52,20,24201,36.616954,-82.157564
20374,VA0940100,VA0940100,Abingdon Police Department,Abingdon,1,City,,,10986,Abingdon,51,VA,3029,Washington,51191,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,8137,6,"Cities from 2,500 thru 9,999",L,Y,N,12,12,10,,,,2016,25,3,24210,36.747831,-81.950316
20280,VA0730200,VA0730200,Longwood University,Longwood University,3,University or College,,322,,,51,VA,3001,Prince Edward,51147,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1976,,2016,2013,2016,0,7,"Cities under 2,500",L,N,N,12,12,10,,,,2016,19,9,23909,37.224881,-78.432957
20445,VA1170000,VA1170000,Norfolk Police Department,Norfolk,1,City,,,11092,Norfolk,51,VA,2988,Norfolk City,51710,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,245400,2,"Cities from 100,000 thru 249,000",M,N,Y,12,12,10,,,,2016,718,93,23510,36.923015,-76.244641
20094,VA0170000,VA0170000,Caroline County Sheriff's Office,Caroline,2,County,,,,,51,VA,2921,Caroline,51033,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,28834,9B,"MSA counties from 25,000 thru 99,999",L,Y,N,12,12,10,,,,2016,48,20,22427,38.030319,-77.352348
20239,VA0600300,VA0600300,Christiansburg Police Department,Christiansburg,1,City,,,11018,Christiansburg,51,VA,2984,Montgomery,51121,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,22007,5,"Cities from 10,000 thru 24,999",L,N,Y,12,12,10,,,,2016,59,6,24073,37.174884,-80.387314
20324,VA0820600,VA0820600,James Madison University,James Madison University,3,University or College,,281,,,51,VA,3012,Rockingham,51165,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1975,,2016,2013,2016,0,7,"Cities under 2,500",L,Y,N,12,12,10,,,,2016,31,9,22807,38.431669,-78.876027
20338,VA0850200,VA0850200,Mount Jackson Police Department,Mount Jackson,1,City,,,11088,Mount Jackson,51,VA,3016,Shenandoah,51171,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1975,,2016,2013,2016,2046,7,"Cities under 2,500",L,N,N,12,12,10,,,,2016,5,0,22842,38.856204,-78.573987
20145,VA0330100,VA0330100,Rocky Mount Police Department,Rocky Mount,1,City,,,11116,Rocky Mount,51,VA,2946,Franklin,51067,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1971,,2016,2013,2016,4802,6,"Cities from 2,500 thru 9,999",L,Y,N,12,12,10,,,,2016,21,2,24151,36.99235,-79.883959
20494,VAPPD0000,VAPPD0000,U S Park Police,U S Park Police,5,Other,,,,,51,VA,3668,,,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2014,2016,0,9D,"MSA counties under 10,000",L,Y,N,0,0,0,20495,VAVSP0000,State Police,,,,20024,38.904103,-77.017229
20098,VA0180100,VA0180100,Hillsville Police Department,Hillsville,1,City,,,11062,Hillsville,51,VA,2922,Carroll,51035,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1975,,2016,2013,2016,2667,6,"Cities from 2,500 thru 9,999",L,N,N,12,12,10,,,,2016,13,1,24343,36.731951,-80.727838
20393,VA0970200,VA0970200,Wythe Police Department Police Department,Wythe Police Department,1,City,,,11150,Wytheville,51,VA,3668,,,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1975,,2016,2014,1985,0,8D,"Non-MSA counties under 10,000",L,N,N,0,0,0,20392,VA0970100,Wytheville,1975,1,0,24382,36.901471,-81.084209
20069,VA008SP00,VA008SP00,State Police: Augusta County,State Police: Augusta County,4,State Police,,,,,51,VA,2909,Augusta,51015,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1973,,2016,2013,2016,0,9D,"MSA counties under 10,000",L,Y,N,12,12,9,,,,2016,1,0,24402,38.167807,-79.146682
20221,VA0550100,VA0550100,Kenbridge Police Department,Kenbridge,1,City,,,11070,Kenbridge,51,VA,2975,Lunenburg,51111,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1975,,2016,2013,2016,1236,7,"Cities under 2,500",L,N,N,12,12,9,,,,2016,5,0,23944,36.945757,-78.242313
20138,VA030SP00,VA030SP00,State Police: Fauquier County,State Police: Fauquier County,4,State Police,,,,,51,VA,2943,Fauquier,51061,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1973,,2016,2013,2016,0,9D,"MSA counties under 10,000",L,Y,N,12,12,10,,,,2016,1,0,20186,38.744103,-77.821585
20299,VA0770200,VA0770200,Dublin Police Department,Dublin,1,City,,,11033,Dublin,51,VA,3004,Pulaski,51155,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1964,,2016,2013,2016,2728,6,"Cities from 2,500 thru 9,999",L,Y,N,12,12,10,,,,2016,8,1,24084,37.063385,-80.713444
20391,VA0970000,VA0970000,Wythe County Sheriff's Office,Wythe,2,County,,,,,51,VA,3035,Wythe,51197,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,19410,8C,"Non-MSA counties from 10,000 thru 24,999",L,N,N,12,12,10,,,,2016,37,9,24382,36.901471,-81.084209
20288,VA0750200,VA0750200,Manassas Park Police Department,Manassas Park,1,City,,,11081,Manassas Park,51,VA,2979,Manassas Park City,51685,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,15333,5,"Cities from 10,000 thru 24,999",M,Y,N,12,12,10,,,,2016,34,9,20111,38.768991,-77.44868
20091,VA0160100,VA0160100,Altavista Police Department,Altavista,1,City,,,10988,Altavista,51,VA,2920,Campbell,51031,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,3462,6,"Cities from 2,500 thru 9,999",L,Y,N,12,12,10,,,,2016,13,0,24517,37.210151,-79.095428
20364,VA0920100,VA0920100,Bluefield Police Department,Bluefield,1,City,,,10999,Bluefield,51,VA,3026,Tazewell,51185,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,5268,6,"Cities from 2,500 thru 9,999",L,N,N,12,12,10,,,,2016,17,5,24605,37.125395,-81.562924
20365,VA0920200,VA0920200,Pocahontas Police Department,Pocahontas,1,City,,,11103,Pocahontas,51,VA,3026,Tazewell,51185,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,383,7,"Cities under 2,500",L,N,N,12,12,7,,,,2016,4,0,24635,37.125395,-81.562924
20376,VA0940300,VA0940300,Glade Spring Police Department,Glade Spring,1,City,,,11049,Glade Spring,51,VA,3029,Washington,51191,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1975,,2016,2014,,1458,7,"Cities under 2,500",L,Y,N,8,8,7,,,,2016,3,0,24340,36.747831,-81.950316
20375,VA0940200,VA0940200,Damascus Police Department,Damascus,1,City,,,11030,Damascus,51,VA,3029,Washington,51191,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1975,,2016,2013,2016,801,7,"Cities under 2,500",L,Y,N,12,12,10,,,,2016,4,0,24236,36.747831,-81.950316
20245,VA0620000,VA0620000,Nelson County Sheriff's Office,Nelson,2,County,,,,,51,VA,2985,Nelson,51125,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,14778,9C,"MSA counties from 10,000 thru 24,999",L,Y,N,12,12,10,,,,2016,18,4,22949,37.790049,-78.879353
20404,VA1010000,VA1010000,Buena Vista Police Department,Buena Vista,1,City,,,11007,Buena Vista,51,VA,2919,Buena Vista City,51530,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,6575,6,"Cities from 2,500 thru 9,999",M,N,N,12,12,8,,,,2016,16,1,24416,37.731663,-79.356375
20180,VA0430000,VA0430000,Henrico County Sheriff's Office,Henrico,2,County,,,,,51,VA,2961,Henrico,51087,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2014,1985,0,9D,"MSA counties under 10,000",L,Y,N,0,0,0,20181,VA0430100,Henrico County Police Department,1974,213,45,23273,37.43752,-77.300333
20293,VA0750700,VA0750700,Occoquan Police Department,Occoquan,1,City,,,11094,Occoquan,51,VA,3003,Prince William,51153,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1975,,2016,2013,2016,1031,7,"Cities under 2,500",L,Y,N,12,12,9,,,,2016,1,0,22125,38.701119,-77.479579
20370,VA0930000,VA0930000,Warren County Sheriff's Office,Warren,2,County,,,,,51,VA,3028,Warren,51187,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,24078,9C,"MSA counties from 10,000 thru 24,999",L,Y,N,12,12,10,,,,2016,53,17,22630,38.908187,-78.207131
20054,VA0030100,VA0030100,Iron Gate Police Department,Iron Gate,1,City,,,11068,Iron Gate,51,VA,2904,Alleghany,51005,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1981,,2016,2014,1996,381,7,"Cities under 2,500",L,N,N,0,0,0,20053,VA0030000,Alleghany,1995,1,0,24448,37.787905,-80.008669
20412,VA1050000,VA1050000,Colonial Heights Police Department,Colonial Heights,1,City,,,11025,Colonial Heights,51,VA,2930,Colonial Heights City,51570,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,17770,5,"Cities from 10,000 thru 24,999",M,Y,N,12,12,10,,,,2016,52,4,23834,37.261685,-77.396804
20084,VA013SP00,VA013SP00,State Police: Brunswick County,State Police: Brunswick County,4,State Police,,,,,51,VA,2916,Brunswick,51025,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1973,,2016,2013,2016,0,8D,"Non-MSA counties under 10,000",L,N,N,12,12,7,,,,2016,1,0,23847,36.764531,-77.860916
20080,VA0120100,VA0120100,Buchanan Police Department,Buchanan,1,City,,,11006,Buchanan,51,VA,2914,Botetourt,51023,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1975,,2016,2014,1993,1169,7,"Cities under 2,500",L,Y,N,0,0,0,20079,VA0120000,Botetourt,1992,1,0,24066,37.553005,-79.804564
20303,VA0790000,VA0790000,Richmond County Sheriff's Office,Richmond,2,County,,,,,51,VA,3007,Richmond,51159,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,7291,8D,"Non-MSA counties under 10,000",L,N,N,12,12,10,,,,2016,15,8,22572,37.942894,-76.730561
20313,VA0810100,VA0810100,Glasgow Police Department,Glasgow,1,City,,,11050,Glasgow,51,VA,3011,Rockbridge,51163,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1998,,2016,2013,2016,1114,7,"Cities under 2,500",L,N,N,12,12,7,,,,2015,1,0,24555,37.814517,-79.447754
20440,VA115SP00,VA115SP00,State Police: Martinsville,State Police: Martinsville,4,State Police,,,,,51,VA,3668,,,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1976,,2016,2013,2016,0,7,"Cities under 2,500",L,N,N,12,12,4,,,,2016,1,0,24112,36.683527,-79.863647
20165,VA0380100,VA0380100,Fries Police Department,Fries,1,City,,,11045,Fries,51,VA,2954,Grayson,51077,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1975,,2016,2014,2006,467,7,"Cities under 2,500",L,N,N,0,0,4,20164,VA0380000,Grayson,2010,1,0,24330,36.656303,-81.225337
20492,VADMVRH00,VADMVRH00,Department of Motor Vehicles,Department of Motor Vehicles,6,Other State Agency,,,,,51,VA,3668,,,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,2009,,2016,2013,2016,0,7,"Cities under 2,500",L,Y,N,12,12,8,,,,2016,79,15,23261,37.531399,-77.476009
20223,VA055SP00,VA055SP00,State Police: Lunenburg County,State Police: Lunenburg County,4,State Police,,,,,51,VA,2975,Lunenburg,51111,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1973,,2016,2013,2016,0,8D,"Non-MSA counties under 10,000",L,N,N,12,12,10,,,,2016,1,0,23970,36.945757,-78.242313
20263,VA068SP00,VA068SP00,State Police: Orange County,State Police: Orange County,4,State Police,,,,,51,VA,2993,Orange,51137,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1973,,2016,2013,2016,0,8D,"Non-MSA counties under 10,000",L,N,N,12,12,9,,,,2016,1,0,22701,38.250439,-78.00998
20296,VA075SP00,VA075SP00,State Police: Prince William County,State Police: Prince William County,4,State Police,,,,,51,VA,3003,Prince William,51153,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1971,,2016,2013,2016,0,9D,"MSA counties under 10,000",L,Y,N,12,12,10,,,,2016,1,0,22110,38.701119,-77.479579
20046,VA0010500,VA0010500,Onley Police Department,Onley,1,City,,,11096,Onley,51,VA,2901,Accomack,51001,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1981,,2016,2013,2016,517,7,"Cities under 2,500",L,N,N,12,12,9,,,,2016,5,0,23418,37.765944,-75.757807
20050,VA0020100,VA0020100,University of Virginia,University of Virginia,3,University or College,,835,,,51,VA,2902,Albemarle,51003,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1973,,2016,2013,2016,0,7,"Cities under 2,500",L,Y,N,12,12,10,,,,2016,54,64,22903,38.037658,-78.485381
20079,VA0120000,VA0120000,Botetourt County Sheriff's Office,Botetourt,2,County,,,,,51,VA,2914,Botetourt,51023,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,32990,9B,"MSA counties from 25,000 thru 99,999",L,Y,N,12,12,10,,,,2016,96,23,24090,37.553005,-79.804564
20319,VA0820100,VA0820100,Bridgewater Police Department,Bridgewater,1,City,,,11002,Bridgewater,51,VA,3012,Rockingham,51165,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1975,,2016,2013,2016,6029,6,"Cities from 2,500 thru 9,999",L,Y,N,12,12,10,,,,2016,9,0,22812,38.511257,-78.876307
20109,VA022SP00,VA022SP00,State Police: Clarke County,State Police: Clarke County,4,State Police,,,,,51,VA,2928,Clarke,51043,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1973,,2016,2013,2016,0,9D,"MSA counties under 10,000",L,Y,N,12,12,5,,,,2016,1,0,22602,39.115864,-77.991226
20455,VA119SP00,VA119SP00,State Police: Petersburg,State Police: Petersburg,4,State Police,,,,,51,VA,3668,,,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1975,,2016,2013,2016,0,7,"Cities under 2,500",L,Y,N,12,12,9,,,,2016,1,0,23803,37.20473,-77.392368
20124,VA027SP00,VA027SP00,State Police: Dinwiddie County,State Police: Dinwiddie County,4,State Police,,,,,51,VA,2937,Dinwiddie,51053,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1971,,2016,2013,2016,0,9D,"MSA counties under 10,000",L,Y,N,12,12,9,,,,2016,1,0,23885,37.073498,-77.635492
20474,VA127SP00,VA127SP00,State Police: Suffolk,State Police: Suffolk,4,State Police,,,,,51,VA,3668,,,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1975,,2016,2013,2016,0,7,"Cities under 2,500",L,Y,N,12,12,5,,,,2016,1,0,23320,36.697157,-76.634781
